task,occupation,company_count,company
"Prepare shipping documentation, such as bills of lading, packing lists, dock receipts, or certificates of origin.",Freight Forwarders,86,"Extend; Parsewise; Skyvern; Abbot; Rider; Leeroo; Aden; Dialect; Friday; Motion; Paradigm; Tiny; Handl; Tenderd; Semantics3; Nowports; Dexter; WareIQ; Mandel AI; SciPhi; Stamp; Dataherald; trebu; Lume; AutoComputer; Sola; truemetrics; Reducto; Vooma; Workflow86; Fluently; Callback; Pinch; Repacket; Narrative; Pernell; Iambiq Technologies; Clara Labs; Powerhouse AI; Airweave; SprintAI; Superagent; Cobbery; Regology; Embark Trucks; Pax; Lighthouz AI; Kobo360; CommodityAI; CopyCat; BeGo; Velos; Mars Auto; MailTime; Cartage; Tasker AI; ShipBlu; TrackChain; Estimote, Inc.; Axiom.ai; Zuni; Taktile; Tetra; Dev Tools AI; Axle; Azalea Robotics Corporation; Autotab; Zimi; SkydropX; Swades AI; Panora; Yondu; FleetWorks; Silurian; HappyRobot; Precip; The Forecasting Company; NanoNets; Linc.; Oway; GrubMarket; Basepilot; Starsky Robotics; Flirtey (SkyDrop); Shipamax; ElectroNeek"
"Prepare sketches of ideas, detailed drawings, illustrations, artwork, or blueprints, using drafting instruments, paints and brushes, or computer-aided design equipment.",Commercial and Industrial Designers,43,"LinkGrep; Playground; Poly; Presti AI; Turing Labs Inc.; supercontrast; Akiflow; Draftaid; Nextera Robotics; Dropbox; Vizy; PearAI; Pumpkin; MarqVision; Melty; CambioML; T3 Chat (prev. Ping.gg); camfer; Photoroom; Hatch; Remade; AI.Fashion; Adam; ideate.xyz; Tailornova/Couturme; Dart; Meta; Sculpt; Warpfy; Hestus, Inc.; Material Depot; ClipDrop; Patchwork; Rubbrband; awen; Buoyant Aero; Tavus; Conveo; Aesthetic; Arcane; Iliad; Pirros; UNISON"
"Prepare specifications, designs, or sketches for machines, components, or systems related to the generation, transmission, or use of mechanical or fluid energy.",Mechanical Engineering Technologists and Technicians,82,"Pivot Robotics; Coulomb AI; Elessar; Andromeda Surgical; CambioML; Tiny; Atomic Industries; Iris Automation; Tenderd; Charge Robotics; May Mobility; Dime; Radical; Thrive Agritech; Traverse Technologies; Navier AI; Cruise; Ultra; Dream3D; Nextera Robotics; Praxis AI; Forerunner AI; Bucket Robotics; Rescale; BotBuilt; Clara Labs; Overview; camfer; numericcal, inc.; K-Scale Labs; Hedgehog; Macadamia; Neptyne; Four Growers; Embark Trucks; Polymath Robotics; Pyka; Robby Technologies; Relativity Space; IoTFlows Inc; Phind; Vizy; Maya Labs; Elyos; Adam; Hestus, Inc.; Azalea Robotics Corporation; RoboTire; Omni; Carbic; HyLight; Pirros; Auro Robotics; Maive; Shape; Yondu; LineWise; HUD; Draftaid; Innate; Airmada; Exosonic, Inc.; Bilanc; Ember Robotics; Axross Pte Ltd; AutoPallet Robotics; RMFG; TRACTIAN; Gridware; Raven; Keeling Labs; Sculpt; Industrial Next; Patchwork; Cerrion; Faction; Open Motors; Almond; Starsky Robotics; Flirtey (SkyDrop); Carousel Technologies; UNISON"
"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",Clinical Research Coordinators,183,"Extend; Menten AI; BrainKey; Persist AI; Entvin; LinkGrep; Iona Mind; Bodyport; Parsewise; Cofactor Genomics; Digistain; Abalone Bio; Frekil; Mindstate Design Labs; Lovage; Oncobox; Melder; Dialect; Wattson Health; Friday; Andromeda Surgical; CambioML; Paradigm; Akido Labs; Pulse; Tuva Health; Harmonic Discovery; Ardis AI; Slite; Metofico; SafeBeat; Serinus Biosciences; Arpeggio Bio; Neosync; Cambridge Cancer Genomics; Sample; Makani Science; Slingshot; AlgoSurg Inc; Vaero; SciPhi; Cleancard; Stamp; MicroHealth; Perlara; Jestor; TamLabs; Epsilla; LunaJoy; AutoComputer; Attunement; Sola; PipeBio; Isabl; Prolific; 1910 Genetics; Reducto; Redouble AI; Workflow86; Kyber; Verge Genomics; Dropbox; Scanbase; iSono Health; Athelas; Human Dx; Output Biosciences; Zero Health; Slidely AI; Glimmer; InVision Medical Technology; HypaHub; Scispot; Zeta Surgical; Iambiq Technologies; Clara Labs; Olio Labs; Aftercare; Klarismo; Andi; Airweave; Tile; Talc; et al.; Clueso; Legion Health; HealthKey; Baseline AI; Cairns Health; Asteroid; Happenstance; Osmind; Superagent; Junction Bioscience; Spect; Zeon Systems; Lavo Life Sciences; Elythea; PandasAI; Brewit; Taskade; Sidenote; Miracle; Empirical Health; MailTime; Phind; Vizy; Piramidal; Elyos; Tasker AI; Flowly; Medium Biosciences; Nectome; Lumina; Axiom.ai; G LNK; Raven Tech; Maven Bio; Martin; Dart; RiskAngle; VectorShift; PostEra; Latent; Dev Tools AI; Segmed; Sequence Bio; GEn1E Lifesciences; Bunkerhill Health; Tetra; Autotab; Query Vary; Simplifine; MediSearch; Vizly; Probably Genetic; Omni; Redbird; Magic Loops; Adni; SelectIQ; Triomics; CellChorus; Tire Swing; Outerport; Haplotype Labs; Shape; Nanograb; Rejoy Health; Insight Data Science; Dropprint Genomics; Versive; HUD; Akiflow; Stream; Stack AI; RTHM; Nabla Bio; Watto AI; Sepsis Scout; Tennr; MICSI; Known Medicine; PicnicHealth; Argon AI, Inc.; Onward; Anara; Quadrant Eye; NanoNets; Mederva Health; Exin Therapeutics; Evolvere BioSciences; InnaMed; Codes Health; Chonkie; Basepilot; iollo; Delineate; Undermind; Lamin; ElectroNeek; Luminai; WhiteLab Genomics"
Prepare system activity and performance reports.,Telecommunications Engineering Specialists,43,"Langdock; Nimbus; Mosaix.ai; Waydev; ContraForce; Keyri; Cinder; Relvy AI; Castle; Delve; Vespper; Protegee; Bilanc; Elyos; Layerup; Tasker AI; Hamming AI; Hatch; CambioML; Estimote, Inc.; Upfort; Adri AI; Akido Labs; Sendbird; Lune; Toma; Giga ML; HumanLayer; Sift Dev; Strac; Dev Tools AI; Blyss; Basepilot; QueryPie; Standard AI; Keep; Radical; Salt Security; Happenstance; Wild Moose; Magic Loops; Luminai; Next Caller"
Prepare tables and graphs to present clinical data or results.,Biostatisticians,104,"Extend; Mito; BrainKey; Persist AI; Bayes Impact; Parsewise; Turing College; Cofactor Genomics; Digistain; Abalone Bio; Mindstate Design Labs; Leeroo; Moonglow; Hatch; CambioML; Paradigm; Akido Labs; Credal.ai; Tuva Health; Harmonic Discovery; Metofico; Serinus Biosciences; Blyss; Arpeggio Bio; Pretzel AI; Cambridge Cancer Genomics; Makani Science; Secoda; MicroHealth; Perlara; Epsilla; Prolific; Eloquent AI; Redouble AI; Verge Genomics; Dropbox; Human Dx; Output Biosciences; HypaHub; Glimmer; Scispot; Dexterity; SigOpt; Olio Labs; Spiral Genetics; Talc; et al.; Sarus; Baseline AI; Asteroid; Osmind; Neptyne; Lavo Life Sciences; PandasAI; Taskade; Miracle; Phind; Tasker AI; MindsDB; Nectome; G LNK; Maven Bio; Segmed; Sequence Bio; Bunkerhill Health; Latent; Dev Tools AI; GEn1E Lifesciences; Simplifine; Vizly; Probably Genetic; Omni; Triomics; CellChorus; Haplotype Labs; Artos; Rejoy Health; Insight Data Science; Dropprint Genomics; HUD; RTHM; Yhat; Sepsis Scout; Gumloop; Artemis Search; Known Medicine; PicnicHealth; Argon AI, Inc.; Anara; MinusX; Quadrant Eye; Exin Therapeutics; Evolvere BioSciences; InnaMed; Codes Health; Chonkie; Julius; iollo; Delineate; Paperspace; Undermind; Lamin; Luminai; WhiteLab Genomics"
"Prepare technical and research reports, such as environmental impact reports, and communicate the results to individuals in industry, government, or the general public.",Biologists,90,"LinkGrep; Parsewise; Quivr; Cofactor Genomics; Abalone Bio; Remy; Diffuse Bio; Moonglow; CambioML; Paradigm; Akido Labs; Pulse; Tuva Health; Harmonic Discovery; Biodock; Reshape Biotech; Ardis AI; Serinus Biosciences; Arpeggio Bio; Inevitable Tech; Cambridge Cancer Genomics; Focus Buddy; SciPhi; TamLabs; Epsilla; Isabl; Trident Bioscience; Verge Genomics; Birch Biosciences; Output Biosciences; Iambiq Technologies; Slidely AI; Glimmer; Clara Labs; Olio Labs; Andi; Spiral Genetics; Tile; et al.; Sarus; Compose.ai; Superagent; Junction Bioscience; Orbillion Bio; Khoj; Onyx; Lavo Life Sciences; PandasAI; Mintplex Labs; Askdata; Miracle; Phind; Vizy; Tasker AI; Melty; G LNK; Maven Bio; Segmed; MediSearch; Vizly; Omni; Redbird; Outerport; Haplotype Labs; Nanograb; Artos; Insight Data Science; Dropprint Genomics; HUD; RTHM; Nabla Bio; Reticular; PearAI; Artemis Search; Known Medicine; PicnicHealth; Argon AI, Inc.; Anthrogen; Anara; Exin Therapeutics; Evolvere BioSciences; SchemeFlow; Bindwell; InnaMed; Chonkie; Julius; iollo; Delineate; Carousel Technologies; Undermind"
"Prepare technical drawings, specifications of electrical systems, or topographical maps to ensure that installation and operations conform to standards and customer requirements.",Electrical Engineers,105,"Diode Computers, Inc.; Pivot Robotics; Ixiplay; Lifecast; UpCodes; Coulomb AI; Guardian RF; Elessar; inBalance; Iris Automation; Rewbi; Tenderd; Meta; May Mobility; Conductor Quantum; Dime; Radical; Thrive Agritech; Buoyant Aero; Makani Science; Meter Feeder; Traverse Technologies; VergeSense; DeepSim, Inc.; Cruise; Ultra; Nextera Robotics; Praxis AI; Forerunner AI; SmartHelio; Bucket Robotics; BotBuilt; Zeta Surgical; camfer; Flux Auto; K-Scale Labs; Yummy Future; RADAR; et al.; Hedgehog; Exa Laboratories; Happenstance; MedCrypt; Astro; Embark Trucks; Sophris; Polymath Robotics; Pyka; Tensil; Mars Auto; Tailor-ED; Robby Technologies; Deepnight; Relativity Space; Artifact; Maya Labs; Starcloud; phospho; HEO Robotics; Estimote, Inc.; Nectome; Reduced Energy Microsystems; Aether Energy; Hestus, Inc.; Azalea Robotics Corporation; SnapMagic; Raycaster; Carbic; Gaiascope; Roundabout Technologies; Auro Robotics; Driver AI; Lilac Labs; Gecko Robotics; Rain Neuromorphics; Dalus; Yondu; Cerulion; Entangl; Draftaid; AvairSense; Innate; Airmada; Exosonic, Inc.; Array Labs; Bilanc; Ember Robotics; Axross Pte Ltd; Lynx; AutoPallet Robotics; RMFG; Quadrant Eye; TRACTIAN; Gridware; Zendar; Zeitview; Keeling Labs; Industrial Next; Patchwork; Faction; Presto; Open Motors; Flirtey (SkyDrop); PowerX; UNISON"
"Prepare technical reports for use by engineering, management, or sales personnel.",Marine Engineers and Naval Architects,28,PandasAI; Parsewise; Brewit; Promptless; HUD; Tailor-ED; Watto AI; Vizy; Layerup; Tasker AI; Elessar; Motion; CambioML; Iambiq Technologies; Clara Labs; TRACTIAN; Peppr AI; et al.; Patchwork; Vizly; Carousel Technologies; Carbic; Superagent; Macadamia; Neptyne; FirstIgnite; Magic Loops; Gecko Robotics
"Prepare technical reports for use by mining, engineering, and management personnel.","Mining and Geological Engineers, Including Mining Safety Engineers",41,Mineflow; PandasAI; StratumAI; Parsewise; Brewit; Teleo; Promptless; HUD; Tailor-ED; Watto AI; Precip; Vizy; Vespper; Layerup; Tasker AI; Elessar; The Forecasting Company; CambioML; Motion; Paradigm; Iambiq Technologies; EARTH AI; Clara Labs; Offstream; Flux Auto; Tenderd; Peppr AI; et al.; Dime; Patchwork; KorrAI; Vizly; Carousel Technologies; Redbird; Carbic; Pathmind; Superagent; Neptyne; FirstIgnite; Magic Loops; Gecko Robotics
"Prepare technical reports of findings or recommendations, based on synthesized analyses of test results.",Nuclear Engineers,60,Outerport; Extend; Archbee; Parsewise; Reducto; Askdata; Gecko Robotics; Promptless; Tailor-ED; Fluently; Yhat; Leeroo; Watto AI; Phind; Vizy; Dialect; Bilanc; Rescale; Layerup; Spark; Elessar; Betterhalf; edgetrace; CambioML; Anara; Paradigm; Tasker AI; Iambiq Technologies; Clara Labs; Pulse; Lune; Offstream; Ardis AI; Zeitview; Andi; Chonkie; Basepilot; et al.; Dime; Patchwork; Asteroid; Raycaster; Simplifine; Hiration; Carousel Technologies; Cuckoo Labs; Redbird; Omni; Superagent; Neptyne; Khoj; Vaero; SciPhi; Alai; Stamp; Navier AI; Palifer; TamLabs; Epsilla; Type
Prepare trial balances of books.,"Bookkeeping, Accounting, and Auditing Clerks",124,"Greenboard; Langdock; CoreCare; Extend; Razorpay; Lifted; Parsewise; Zeit AI; Dimely; Skyvern; Automat; Tesorio; Toothy AI; Amby Health; CambioML; Hatch; Paradigm; Finnt; Tiny; Credal.ai; MindFi; Handl; GoLinks; Egress Health; Alaan; SciPhi; Stamp; Recurrency; haddock; Jestor; Lume; AutoComputer; Sola; Rada; Assembly HOA; Reducto; Speedy Labs; Workflow86; Fluently; Aldara; Callback; Repacket; Anasen; Sway Finance; Iambiq Technologies; Cenote; Clara Labs; Glimmer; Dexterity; Tile; Jasmine Energy; Pideaky; Veryfi, Inc.; Willow; Zen99; CombineHealth; FirstIgnite; Onyx; TripleZip; Karmen; Klarity; Pax; Lighthouz AI; CommodityAI; Sphere; Shift Health; CopyCat; General Agency; Askdata; Velos; Aqua Voice; Afternoon.co; MailTime; Patterns; Bluebook; Elyos; Truewind; Tasker AI; Lumina; Axiom.ai; Retape; Finosu; camelAI; Martin; Invofox; Midship; Dev Tools AI; Fuse; Autotab; Substrate; Blue Onion; Accend; Magic Loops; HOAi; SPRX; Shape; Tabular; Vendora; Soraban; HUD; Stack AI; Heron Data; Gumloop; Finlens; Mindee; Pyq AI; TaxGPT; NanoNets; Rocketable; Concourse; Brex; Glimpse; Valora; Basedash; Basepilot; Manaflow; Tergle; Merlin AI; Defog.ai; Carousel Technologies; Shipamax; Humand; ElectroNeek; Luminai"
Prepare two-dimensional concept layouts or three-dimensional mock-ups.,Video Game Designers,51,PlayHT; Playground; Spellbrush; Ixiplay; Taskade; Moonvalley; Soundry AI; Linum; supercontrast; Lifecast; Volley; Glade; DigitalCarbon; nunu.ai; Nitrode; MagnaPlay; Dream3D; Speechly; Fluently; Campfire (applied AI company); Snaptalent; Leeroo; Vizy; Lucid; Eggnog; Kite; Heroic Story; AIVideo.com; ego; ideate.xyz; Meta; Dart; Voicery; Quetzal; Rubbrband; Focus Buddy; awen; Bolto; Fractal Labs; rct AI; Lemon Slice; Focal; Storyboarder; Aesthetic; Arcane; Dollyglot; Iliad; Decohere; Pocket Worlds; Ramen VR; UNISON
"Prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using computer graphics.",Atmospheric and Space Scientists,54,PandasAI; LinkGrep; Parsewise; Mintplex Labs; Insight Data Science; Quivr; Askdata; Unsloth AI; Silurian; Remy; HUD; Yhat; Leeroo; Phind; Precip; Vizy; PearAI; Artemis Search; Array Labs; HEO Robotics; Tasker AI; The Forecasting Company; Melty; Glimmer; Anara; Paradigm; CambioML; Slidely AI; WeatherCheck; Pulse; Jazzberry; Clara Labs; Plexe; Atmo; Ardis AI; Andi; Tile; Chonkie; et al.; IvyCheck; Julius; Radical; Focus Buddy; KorrAI; Carousel Technologies; Paperspace; Mercator; Superagent; Gaiascope; Khoj; Lamin; SciPhi; Onyx; Epsilla
"Prepare wind project documentation, including diagrams or layouts.",Wind Energy Development Managers,83,Archbee; Parsewise; Stellar; UpCodes; Moonglow; Dialect; Friday; Layerup; Motion; CambioML; Paradigm; Iris Automation; Tenderd; kater.ai; Dime; Cogram; Traverse Technologies; Vaero; Spinach AI; Epsilla; MarketBrief; Workflow86; Thorntale; Clara Labs; Glimmer; Atmo; Offstream; Fathom; Peppr AI; et al.; Jasmine Energy; Willow; Provision; Superagent; Astro; Macadamia; FirstIgnite; Karmen; GreenTally; Taskade; Askdata; Vizy; Bild AI; Elyos; Spark; Tasker AI; Dart; VectorShift; Taktile; Tetra; Autotab; Omni; Redbird; HyLight; Gaiascope; Palifer; Gecko Robotics; Outerport; Findly; Powerdocs; Silurian; HUD; Watto AI; Precip; Array Labs; Bilanc; The Forecasting Company; TRACTIAN; Gridware; Zeitview; AlphaWatch AI; Keeling Labs; SchemeFlow; Basedash; Basepilot; Patchwork; KorrAI; Parsagon; Carousel Technologies; Rollstack; PowerX; Menza; Inkling
Prepare written documentation of electromechanical test results.,Electro-Mechanical and Mechatronics Technologists and Technicians,121,"Extend; Archbee; Pivot Robotics; Parsewise; Quivr; Sensei; Dartboard Energy; Coulomb AI; Guardian RF; Elessar; CambioML; Credal.ai; Atomic Industries; Iris Automation; Rewbi; Tenderd; Charge Robotics; Meta; May Mobility; Conductor Quantum; Inevitable Tech; Dime; Radical; Focus Buddy; Thrive Agritech; Hiration; SciPhi; Simplify; Revise Robotics; TamLabs; Cruise; Ultra; Dream3D; Nextera Robotics; Metalware; Praxis AI; Forerunner AI; SmartHelio; Bucket Robotics; Segments.ai; BotBuilt; Iambiq Technologies; Clara Labs; Glimmer; Orangewood Labs; Offstream; Flux Auto; K-Scale Labs; Doctor Droid; RunLocal; et al.; Passenger AI; Hedgehog; Exa Laboratories; MedCrypt; Four Growers; Embark Trucks; Polymath Robotics; Pyka; AiSupervision; autarc; Tensil; Mars Auto; Tailor-ED; Pave Robotics; Bronco AI; Deepnight; Relativity Space; IoTFlows Inc; Vizy; Miru; Maya Labs; Starcloud; phospho; HEO Robotics; Tasker AI; Corvus Robotics; Reduced Energy Microsystems; Azalea Robotics Corporation; SnapMagic; RoboTire; Omni; Carbic; HyLight; Roundabout Technologies; Auro Robotics; Gecko Robotics; Rain Neuromorphics; Dalus; Yondu; LineWise; HUD; Cerulion; Entangl; Innate; Airmada; Exosonic, Inc.; Artemis Search; Array Labs; Bilanc; Ember Robotics; Axross Pte Ltd; AutoPallet Robotics; RMFG; TRACTIAN; Gridware; Zendar; Raven; Zeitview; Keeling Labs; Chonkie; Industrial Next; Patchwork; Faction; Open Motors; Almond; Starsky Robotics; Flirtey (SkyDrop); Pathmind; NextDrop; UNISON"
Prepare written documents to establish contracts with or communicate financial recommendations to clients.,Credit Counselors,75,Extend; AutoComputer; Sola; Next Caller; PandasAI; CopyCat; Shape; Reducto; Brewit; Mintplex Labs; Zeit AI; General Agency; Sidenote; amiloz; Velos; Tranqui Finanzas; Aqua Voice; CreatorOS; HUD; Upsolve; Prodigal; Stack AI; Fluently; OmniAI; Heron Data; Leeroo; CozmoX AI; MailTime; Dialect; Wattson Health; Hatch; Simple AI; Elyos; Pernell; Tasker AI; Iambiq Technologies; The Forecasting Company; CambioML; Glimmer; Paradigm; Dexterity; Onward; AviaryAI; Pointwise; Symphony; RentFlow; Handl; Retape; Finosu; Zuni; Fathom; Ardis AI; Dev Tools AI; Winford Wealth; Airweave; Domu Technology Inc.; Senso; Basedash; Anasen; Basepilot; Autotab; Baubap; Asteroid; Defog.ai; Willow; Clara Labs; Superagent; FirstIgnite; SciPhi; Onyx; Stamp; Sei; Tributi; Luminai; Epsilla
Prepare written opinions and decisions.,"Administrative Law Judges, Adjudicators, and Hearing Officers",103,Extend; Archbee; LinkGrep; Parsewise; Docsum; Poly; Remy; Pearson Labs; Abel; Leeroo; Melder; Trellis; Dialect; Pumpkin; Motion; CambioML; Pulse; Credal.ai; Handl; Ardis AI; Slite; ZeroEntropy; GoLinks; Casetext; Superpowered AI; Focus Buddy; Vaero; SciPhi; Stamp; Jestor; TamLabs; Epsilla; Sola; Xobni; Reducto; Redouble AI; MarketBrief; Openlayer; Dropbox; Fluently; Pinch; Wordware; Repacket; Thorntale; Pernell; Iambiq Technologies; Clara Labs; Glimmer; Dexterity; Taylor AI; Andi; Kobalt Labs; Jasmine Energy; Asteroid; Compose.ai; Willow; Superagent; Regology; Khoj; Onyx; Type; Guide Labs; Mintplex Labs; Taskade; General Agency; Sidenote; Aqua Voice; MailTime; Phind; Vizy; Spark; Tasker AI; Melty; Axiom.ai; Martin; Zuni; RiskAngle; VectorShift; Taktile; Tetra; Cue; Rescript; Autotab; Lexter.ai; Paradome; Magic Loops; Outerport; Legora (formerly Leya); HUD; Akiflow; Stream; Stack AI; Heron Data; Watto AI; Artemis Search; NanoNets; Augento; DraftWise; Chonkie; Basepilot; expand.ai; Parsagon; ElectroNeek
Prepare written reports of investigation findings.,"Fraud Examiners, Investigators and Analysts",121,Greenboard; Razorpay; Salient; TRM Labs; Mito; Parsewise; Zeit AI; HyperGlue; Veriff; Variance; Melder; Friday; MarqVision; CambioML; Paradigm; Pulse; Curacel; Ardis AI; Spade; Buster; Neosync; TrueClaim; Slingshot; Mercator; Smyte; Secoda; Inscribe; Diligent; Dataherald; Epsilla; Next Caller; Overwatch; AutoComputer; Redouble AI; Authologic; Cinder; Truora; ClaimSorted; Sift; Bankjoy; Iambiq Technologies; Clara Labs; Glimmer; Corgi Labs; Dexterity; Plutto; Greenlite; Tejas AI; Sphinx; Peppr AI; Tile; Kobalt Labs; et al.; Sarus; Asteroid; Compose.ai; Hadrius; Superagent; Regology; CombineHealth; FirstIgnite; Verihubs; Rulebase; Onyx; Klarity; Fintelite; Type; Feather; PandasAI; Alterya; Brewit; Agentive; Askdata; Keyri; CreatorOS; Tailor-ED; Prodigal; Phind; Shiboleth; Tasker AI; Berbix; Retape; CyberFend; camelAI; RiskAngle; Midship; Dojah Inc; IvyCheck; PayCrunch; Autotab; Vizly; Redbird; Blue Onion; Flagright; Outerport; Reality Defender; Shape; Roundtable; Insight Data Science; Corgi; HUD; Castle; Stream; Stack AI; Remo; Watto AI; SafetyKit; PearAI; Protegee; Closure; MinusX; Glimpse; Valora; AlphaWatch AI; Basedash; Arva AI; Tergle; Baubap; Two Dots; Finic; Luminai
